sentence,label
Somit ist das Integrierte Stadtentwicklungskonzept Grundlage für die Förderung von Stadtumbaumaßnahmen wie beispielsweise dem Projekt „Binnenhafen-Nooröffnung”.,0
"Lärmaktionsplanung Seit 2007 sind Gemeinden und Städte, die im Einflussbereich einer Hauptlärmquelle liegen, generell verpflichtet, eine Lärmminderungsplanung nach der EU-Umgebungslärmrichtlinie aufzustellen und regelmäßig im 5-jährigen Turnus zu aktualisieren.",0
"Die Lärmminderungsplanung wird durch eine Lärmkartierung, in der die bestehende Schallausbreitung der Hauptlärmquellen ermittelt wird, und eine daran anschließende Lärmaktionsplanung mit Vorschlägen für verbessernde Maßnahmen realisiert.",0
"Während in der ersten Stufe der Lärmaktionsplanung im Jahr 2008 nur Hauptverkehrsstraßen mit einer jährlichen Kraftfahrzeugbelastung von > 6 Millionen Fahrzeugen betrachtet werden mussten, sind ab der zweiten Stufe dann bereits alle Straßen mit einer Verkehrsbelastung > 3 Millionen Fahrzeugen pro Jahr (etwa 8.200 Kfz pro Tag) zu betrachten.",0
Die Unterlagen sowie die beschlossenen Lärmaktionsplanungen finden Sie hier: Lärmaktionsplanung 2018 Beschluss der Lärmaktionsplanung 2014 Lärmaktionsplanung 2013 Bericht Lärmaktionsplanung 2013 Anlagen Lärmkartierung 2012 (Übersichtsplan - Werte tagsüber) Lärmkartierung 2012 (Übersichtsplan - Werte nachts) Lärmkartierung 2012 (Ergebnisse Belastetenzahlen) Lärmaktionsplanung 2008 Leitfaden für die Innenstadt Eckernförde Die Ratsversammlung der Stadt Eckernförde hat in ihrer Sitzung am 09.,0
November 2006 mit einem Grundsatzbeschluss dem Integrierten Stadtentwicklungskonzept für die Stadt Eckernförde zugestimmt.,0
"Das Konzept soll als Grundlage für das zukünftige Handeln von Politik, Verwaltung und der Eckernförder Bürgerinnen und Bürger dienen.",0
"Es wird aber auch als Voraussetzung benötigt, um Fördergelder aus dem Programm „Stadtumbau West“ erhalten und gezielt einsetzen zu können, damit sie den größten Nutzen für die Stadt bringen.",0
Somit sind die Leitlinien für die Innenstadt Grundlage für die Förderung von Stadtumbaumaßnahmen wie beispielsweise dem Projekt „Binnenhafen-Nooröffnung”.,0
Masterplan Küste Der von der Ratsversammlung am 27.,0
Mai 2017 beschlossene Masterplan Küste enthält Vorschläge und Maßnahmen zum Hochwasserschutz und der Küstensicherung.,0
Ferner ist er eine übergeordnete Planung für zum Beispiel den Bebauungsplan Nr.,0
70 (Inkommunalisierung von Wasserflächen) und dem Hafenkonzept.,0
Weitere Informationen zum Hochwasserschutz finden Sie in der Hochwasserschutzfibel des Bundesministeriums und auf den Hochwasserrisiko- sowie Hochwassergefahrenkarten für Schleswig-Holstein.,0
ÖPNV-Konzept Aufgrund des Beschlusses des Ausschusses für Wirtschaft und Finanzwesen vom 15.05.2017 wurde von einem Fachbüro -unter Berücksichtigung der vorhandenen Vorschriften- ein ÖPNV-Konzept erarbeitet.,0
"Das ÖPNV-Konzept beinhaltet neben Hervorhebung der bisherigen Stärken und Schwächen des bisherigen Systems, die Umsetzung der kurzfristigen Anbindung des Wohngebietes Schiefkoppel sowie die Herausarbeitung eine Vorzugsvariante, die die Verbesserung der derzeitigen Schwächen darstellt.",0
"Die Erarbeitung des Konzeptes erfolgte unter enger Abstimmung mit dem Kreis Rendsburg-Eckernförde als Träger des ÖPNV, dem Stadtverkehr Eckernförde als Inhaber der Konzession für das Stadtgebiet und dem Nahverkehrsverband Schleswig-Holstein Nah.SH.",0
"Die Erarbeitung des Konzeptes wurde zudem vom Arbeitskreis ÖPNV begleitet, der das Konzept am 25.02.2019 zustimmend zur Kenntnis genommen hat.",0
"In den öffentlichen Sitzungen des Arbeitskreises ÖPNV am 13.11.2018 und 25.02.2019 wurde den Bürgern und Bürgerinnen die Möglichkeit gegeben, Fragen und Anmerkungen vorzubringen.",0
Das Konzept wurde abschließend vom Ausschuss für Wirtschaft und Finanzwesen am 18.03.2019 und der Ratsversammlung am 28.03.2019 beschlossen.,0
Parkraumkonzept Der Entwurf des Parkraumkonzeptes wurde im Bauausschuss am 02.07.2014 erörtert und zur Beteiligung der betroffenen Träger öffentlicher Belange sowie der Öffentlichkeit beschlossen.,0
"Die Stadt Eckernförde überprüft derzeit das städtische Parkraumangebot, um dieses an die laufende Stadtentwicklung zukunftsorientiert anzupassen.",0
"Hierzu wurde ein Parkraumkonzept (Stand 12.06.2014) erarbeitet, in dem die maßgeblichen Kriterien betrachtet werden.",0
"Das Konzept kann hier oder innerhalb der Öffnungszeiten im Rathaus, Bauamt (214) eingesehen werden.",0
Die endgültige Fassung des Parkraumkonzepts wurde dem Bauausschuss am 04.03.2015 beschlossen.,0
Eine abschließende Beschlussfassung durch die Ratsversammlung steht noch aus.,0
"Radverkehrskonzept Basierend auf aktuellen Novellierungen der Straßenverkehrsordnung, der Verwaltungsvorschrift zur Straßenverkehrsordnung, aktuellen Urteilen in der Rechtsprechung sowie dem Wunsch zur Attraktivitätssteigerung des bestehenden Radwegenetzes wurde im Bau- und Umweltausschuss am 26.11.2011 die Erarbeitung eines Radverkehrskonzeptes beschlossen.",0
"Über Fragebögen, eine erste Beteiligung ausgewählter Träger öffentlicher Belange, Durchführung eines Arbeitskreises und einer darauf folgenden erneuten öffentlichen Beteiligung einschließlich einem erweiterten Kreis fachkundiger Träger öffentlicher Belange, wurde eine Abschlussversion erstellt und vom Bauausschuss am 28.10.2014 sowie von der Ratsversammlung am 03.11.2014 beschlossen.",0
Das Radverkehrskonzept finden Sie hier: Radverkehrskonzept Anlage 1 zum Radverkehrskonzept Anlage 2 zum Radverkehrskonzept Rahmenplan Innenstadt Die Ratsversammlung hat am 28.,0
April 2008 die 1.,0
Fortschreibung und Erweiterung des Rahmenplanes aus dem Jahr 1986 beschlossen.,0
Der Schwerpunkt des Rahmenplanes 2008 liegt in der Beschreibung von Konzepten und Handlungsvorschlägen in den Randbereichen der Innenstadt.,0
Allgemein zusammengefasst werden dabei die Ziele einer Einbindung der Innenstadt an das Erholungsgebiet Noor untersucht und Ideen zu Umnutzungen - insbesondere im Hafenumfeld und im südlichen Bereich der Innenstadt - vorgeschlagen.,0
Die 1.,0
Fortschreibung des Rahmenplanes finden Sie hier: Fortschreibung städtebaulicher Rahmenplan 2008 - Teil 1 Fortschreibung städtebaulicher Rahmenplan 2008 - Teil 2 Die Unterlagen der 2.,0
"Fortschreibung des Rahmenplanes finden Sie hier: 654_RP_Eckernfoerde_Broschuere_180611 654_RP_Eckernfoerde_Entwicklungsschwerpunkte_180326 654_RP_Eckernfoerde_Maßnahmenplan_180326 654_RP_Eckernfoerde_ISEK_180326 -RP Eckernfoerde Kurzerläuterung Maßnahmenprogramm 654_RP_Eckernfoerde_Zielplan_Staedtebau_180326 654_RP_Eckernfoerde_Zielplan Gruen_180326 654_RP_Eckernfoerde_Zielplan_Verkehr_180326 654_RP_Eckernfoerde_ISEK_Teil_Nooroeffnung_180326 Stadtbildanalyse Die Stadt Eckernförde lässt seit Sommer 2012 sukzessive Stadtbildanalysen für Teilbereiche der Eckernförder Innenstadt sowie Borby erstellen, um deren Nutzungs- und Bebauungsstrukturen im Rahmen von Quartiersuntersuchungen durch eine externe Architektin zu analysieren.",0
Ziel dieses Prozesses ist die Erarbeitung eines Maßnahmenkataloges zum weiteren Umgang mit den Quartieren sowie als Grundlage für die künftigen Entscheidungen über mögliche Bebauungspläne.,0
"Im Rahmen dieser Untersuchungen wird für Teilgebiete der Eckernförder Innenstadt sowie für Borby eine detaillierte Bestandsanalyse durchgeführt, auf deren Basis Empfehlungen für zukünftige Entwicklungen in den folgenden Rubriken gegeben werden können: Städtebaulichen Typologien Gestaltung/Material/Denkmalpflege Nutzungen Verkehr, Stell- und Parkplätze Grün- und Freiflächen Einen Übersichtsplan über die Aufteilung des betroffenen Stadtgebietes in die vorgesehenen Quartiere finden Sie hier: Übersichtsplan Stadtbildanalyse Quartiere Abgeschlossene Quartiersuntersuchungen Folgende Quartiersuntersuchungen sind bereits durch das Büro Zastrow und Zastrow fertiggestellt sowie im Bauausschuss der Stadt Eckernförde öffentlich vorgestellt worden und können hier digital eingesehen werden: Stadtbildanalyse Quartiersanalyse Historische Mitte mit Kirche und Rathaus Stadtbildanalyse Quartiersuntersuchung Borby Stadtbildanalyse Quartiersuntersuchung Kieler Straße Süd mit Bahnhof und Fördeplatz Stadtbildanalyse Quartiersuntersuchung Mühlenstraße südlicher Jungfernstieg Stadtbildanalyse Quartiersuntersuchung Nördliche Altstadt - Fischerquartier Stadtbildanalyse Quartiersuntersuchung Rundsilo - südlicher Binnenhafen Stadtbildanalyse Quartiersuntersuchung Stadtzentrum - Nördliches Gängeviertel Stadtbildanalyse Quartiersuntersuchung Stadtzentrum-Südliches Gängeviertel Stadtbildanalyse Quartiersuntersuchung Versorgungs- und Verwaltungsstandort Reeperbahn Tourismuskonzept Im Auftrag der Stadt Eckernförde haben das dwif und Tourismuszukunft gemeinsam mit politischen Vertreterinnen und Vertretern, Bürgerinnen und Bürgern sowie der Eckernförde Touristik und Marketing GmbH (ETMG) im Zeitraum April 2018 bis August 2019 daher das Tourismuskonzept Eckernförde 2030 erarbeitet.",0
"Einen wesentlichen Bestandteil bildete von Beginn an die umfassende Beteiligung der Einwohnerinnen und Einwohner im gesamten Prozess, in dem Transparenz und Partizipationsmöglichkeiten somit die beiden Leitprinzipien bildeten.",0
Den vollständigen Entwicklungsprozess zum Tourismuskonzept hat die ETMG hat auf ihrer Website veröffentlicht.,0
Das umfangreiche neue Tourismuskonzept Eckernförde 2030 bildet die Grundlage für die weitere touristische Entwicklung Eckernfördes.,0
"Es identifiziert vier Handlungsfelder und stellt für jedes Feld zahlreiche Maßnahmen in unterschiedlicher Priorität vor, welche in den nächsten Jahren für die ETMG und die Stadt maßgeblich sein werden.",0
Das Tourismuskonzept hat die Ratsversammlung am 30.,0
September 2020 beschlossen.,0
"Verkehrskonzept Im Rahmen der bestehenden und zukünftigen Verkehrsentwicklungen, städtebaulichen Rahmenbedingungen und weiterer verkehrlicher Bedingungen im Stadtgebiet wurde für die öffentlichen Verkehrsflächen im Stadtgebiet ein Verkehrskonzept aufgestellt.",0
Dieses wird fortlaufend bei Bedarf aktualisiert.,0
In 2004 wurde letztmalig ein umfassendes Verkehrskonzept erarbeitet und von der Ratsversammlung gebilligt.,0
Im Jahr 2012 erfolgte dann eine Aktualisierung des Planwerkes.,0
Das beschlossene Radverkehrskonzept sowie das sich derzeit in Bearbeitung befindende Parkraumkonzept sind ebenfalls Bestandteil dieses Verkehrskonzeptes.,0
"Verkehrskonzept 2012 - Teil Nord Verkehrskonzept 2012 - Teil Mitte Verkehrskonzept 2012 - Teil Süd Verkehrskonzept 2012 - Ausblick Nooröffnung Verkehrskonzept 2004 Wohnraumversorgungskonzept Vor dem Hintergrund des demografischen Wandels und der dynamischen Stadtentwicklung hat die Stadt Eckernförde im Jahr 2012 die Stadterneuerungs- und Stadtentwicklungsgesellschaft Hamburg beauftragt, das Wohnraumversorgungskonzept zu aktualisieren.",0
Die Analysen und Prognosen aus dem Jahr 2006 sollen mit der Fortschreibung um die Entwicklungen der letzten Jahre ergänzt und auf den aktuellen Stand gebracht werden.,0
Damit erhält die Stadt Eckernförde eine fundierte Grundlage für zukünftige wohnungsmarkt- und stadtentwicklungspolitische Entscheidungen.,0
In der Einwohnerversammlung am 3.,0
Dezember 2013 wurde diese Fortschreibung des Wohnraumversorgungskonzeptes für die Stadt Eckernförde den Einwohnerinnen und Einwohnern in der Stadthalle präsentiert.,0
Den Vortrag der Einwohnerversammlung sowie das vollständige Gutachten der Stadterneuerungs- und Stadtentwicklungsgesellschaft Hamburg finden Sie hier: Wohnraumversorgungskonzept Vortrag Fortschreibung Wohnraumversorgungskonzept Teil 1 Fortschreibung Wohnraumversorgungskonzept Teil 2,0
"Parken in Eckernförde Eckernförde bietet für seine Kunden und Besucher folgende Parkplatzmöglichkeiten: Ausgewiesene Behindertenparkplätze befinden sich auf den Parkplätzen 1, 3, 4, 5, 6, 9, Park and Ride und in der Preußerstraße, in der Mühlenstraße sowie an den Parkstreifen Bahnhofstraße, Bachstraße, Taterberg, Kieler Straße Süd und Langebrückstraße.",0
"Gebührenfreie Parkplätze · Parkplatz 1, Grüner Weg 455 Plätze, keine Parkzeitbeschränkung • Parkplatz 3, Preußerstraße / Kurpark 213 Plätze, keine Parkzeitbeschränkung gebührenfrei nur vom 01.10.",0
- 30.04.,0
"• Parkplatz 10, Fischerkoppel / Bergstraße 106 Plätze, keine Parkzeitbeschränkung • Bus Schulweg / Parkplatz für Reisebusse 3 - max 5 Busse Gebührenpflichtige Parkplätze P 1,Grüner Weg, Wohnmobilstellplatz für Tagesgäste - 20 Plätze - Parkdauer maximal 4 Stunden - Gebühr 0,75 Euro je halbe Stunde, ganzjährig, 24 Stunden P 3, Preußerstraße / Kurpark - 213 Plätze, mit ausgewiesenen Behindertenparkplätzen - gebührenpflichtig vom 01.",0
05.,0
- 30.,0
09.,0
"- Parkdauer unbegrenzt - Gebühr 0,75 Euro je halbe Stunde, zu zahlen für maximal 10 Stunden tägl.",0
"- montags bis sonntags von 09.00 - 19.00 Uhr - 4 E-Stationen P 3, Meerwasser Wellenbad - 34 Plätze - Parkdauer unbegrenzt - Gebühr 0,75 Euro je halbe Stunde, zu zahlen für maximal 10 Stunden - ganzjährig.",0
"montags bis sonntags von 09.00 - 19.00 Uhr P 4, Am Exer - 230 Plätze,mit ausgewiesenen Behindertenparkplätzen - Parkdauer unbegrenzt - Gebühr 0,75 Euro je halbe Stunde, zu zahlen für maximal 10 Stunden tägl.",0
"- ganzjährig, montags bis sonntags von 09.00 - 19.00 Uhr P 5, Gartenstraße / Schulweg / Rathaus - 122 Plätze, mit ausgewiesenen Behindertenparkplätzen - Parkdauer maximal 2 Stunden - erste halbe Stunde frei (""Brötchentaste"") - Gebühr 1,- Euro je halbe Stunde - ganzjährig, montags bis sonntags von 09.00 - 19.00 Uhr - 2 E-Stationen P 6a, Parkhaus Noorstraße - 177 Plätze - Gebühren 1,50 Euro pro Stunde - Tageskarte 10,- Euro - 7-Tageskarte 45,- Euro - Höchstparkdauer 4 Wochen - ganzjährig montags bis sonntags 9.00-19.00 Uhr - 3 E-Stationen P 8 Vogelsang / Binnenhafen seit 30.",0
November 2023 gesperrt - 37 Plätze - Parkdauer max.,0
"2 Stunden - Gebühren 0,75 Euro je halbe Stunde - ganzjährig von montags bis sonntags 9-19 Uhr Parkplatz 9, Steindamm / Schiffbrücke - 59 Plätze - mit ausgewiesenen Behindertenparkplätzen - Parkdauer maximal 2 Stunden - Gebühr 0,75 Euro je halbe Stunde - ganzjährig, montags bis sonntags von 09.00 - 19.00 Uhr Parkplatz Pavillion B 76 / Südstrand - 470 Plätze - gebührenpflichtig von 01.05.",0
- 30.09.,0
"- Parkdauer maximal 9 Stunden - Gebühr 0,75 Euro je halbe Stunde oder 9,00 Euro pro Tag (Mindestparkgebühr 1,00 Euro) - montags bis sonntags von 10.00 - 17.00 Uhr P+R Schulweg / Bahnhof - 260 Plätze - Parkdauer unbegrenzt - Gebühren 0,50 Euro je halbe Stunde - montags bis sonntags 9.00 bis 19.00 Uhr P 2, Wohnmobilstellplatz »Stellplatz am Noor», Kakabellenweg - 49 Plätze - 23,00 Euro pro Wohnmobil und Übernachtung bis 15 Uhr am Folgetag (+Kurtaxe der Stadt) Gebührenpflichtige Parkstreifen - Reeperbahn, Am Exer, Gaehtjestraße, Bahnhof - insgesamt 64 Plätze - Parkdauer max.",0
"2 Stunden - Gebühren 0,75 Euro je halbe Stunde - ganzjährig von montags bis sonntags 9.00-19.00 Uhr - 2 E-Stationen am Bahnhof Bei den Parkscheinautomaten ist eine Gebührenübertragung auf den nächsten Tag möglich.",0
Die Parkgebühren können auch auch per Handy über easy park gezahlt werden.,0
Parken für ÖPNV-Pendler Für das Jahr 2024 können ab sofort Parkberechtigungen beantragt werden!,0
"Die Stadt Eckernförde bietet insgesamt 22 kostenlose Parkplätze auf dem P+R Parkplatz am Bahnhof für Personen an, die nicht in Eckernförde berufstätig sind und den Öffentlichen Personennahverkehr (ÖPNV) für den Arbeitsweg nutzen.",0
Die kostenlosen Parkplätze dienen der weiteren Förderung der Verkehrswende in der Stadt Eckernförde.,0
Weg vom motorisierten Individualverkehr hin zur verstärkten Nutzung des öffentlichen Personennahverkehrs!,0
"Die Parkflächen sind von montags bis samstags, jeweils von 5.00 bis 21.00 Uhr für ÖPNV-Pendler reserviert.",0
An den übrigen Zeiten sind die Parkplätze frei und kostenlos für alle nutzbar.,0
Parkerlaubnis / Antrag: Für das Pendlerparken auf diesen gekennzeichneten Parkflächen ist eine Parkerlaubnis erforderlich.,0
Diese ist kostenlos und kann per Email beantragt werden.,0
Der Antrag (siehe auch Dokumente ) ist auszufüllen und gemeinsam mit einer Kopie des gültigen Monats- oder Jahresticket elektronisch eingescannt/fotografiert und per Email an pendlerparken@stadt-eckernfoerde.de einzureichen.,0
Benutzungsbedingungen: Der Parkausweis berechtigt zum Parken eines Fahrzeuges; es kann jedoch bei Antragstellung ein zweites Kennzeichen benannt werden.,0
Ausgestellt wird je Person jeweils nur ein Parkausweis.,0
Nach Erteilung eines Parkausweises ist dieser beim Parkvorgang deutlich sichtbar im Fahrzeug auszulegen.,0
Die weiteren Rahmenbedingungen finden Sie in der für die Parkflächen geltenden Benutzungsordnung.,0
Abhängig von der Anzahl der Anträge werden auch mehr Parkausweise als für die vorhandenen 22 Parkplätze vergeben werden.,0
"Mit dem Erhalt eines Parkausweises entsteht (ähnlich wie beim Bewohnerparken) eine Berechtigung zum Nutzen des Pendlerparkplatzes, aber kein Anspruch auf einen Parkplatz.",0
"Es wird ausdrücklich darauf hingewiesen, dass die Parkausweise nur in Verbindung mit einer regelmäßigen, beruflichen ÖPNV-Nutzung vergeben werden.",0
Für einzelne Tagesfahrten mit dem ÖPNV aus privaten Gründen ist die Nutzung der Parkflächen nicht zulässig.,0
Für Rückfragen stehen Ihnen die Mitarbeiterinnen der Bauverwaltung Frau Bäsel (Tel.,0
04351 710-601) und Frau Daniels (Tel.,0
04351 710-605) gern zur Verfügung.,0
Parkstreifen Neben diesen Parkplätzen gibt es in Innenstadtnähe anfolgenden Straßen gebührenpflichtige Parkstreifen: Reeperbahn Bahnhof Am Exer Gaehtjestraße Parkdauer max.,0
"2 Stunden, Gebühr 0,75 Euro je halbe Stunde, ganzjährig, Mo-So 09.00 bis 19.00 Uhr Handyparken Neben dem Parken per SMS und per Anruf bietet die App von EasyPark viele Vorteile: So läuft die neue App Die App auf das Smartphone laden, Bezahlmethode auswählen und den Parkvorgang mit einem Fingertipp starten, beenden oder verlängern.",0
"So zahlen Autofahrer nur die Parkzeit, die sie wirklich brauchen und müssen nicht eilig zurück zum Wagen.",0
Auch Überbezahlung und Strafzettel kann man so komplett vermeiden.,0
Für eine einfache Umstellung erhalten alle registrierten Mobile-City-Kunden einen Link zum direkten Download der EasyPark-App.,0
Das kann die App außerdem Mit der Kartenfunktion können sich die Nutzer ihre Parkzone anzeigen lassen und der Gang zum Parkscheinautomaten entfällt.,0
"Der Nutzer braucht kein Kennzeichen mehr einzutippen, sondern wählt einfach eines der abgespeicherten Fahrzeuge aus.",0
15 Minuten vor Ablauf des digitalen Parkscheins meldet sich die App per Push-Nachricht oder SMS-Reminder.,0
"Die App warnt, falls das Auto vom Parkplatz gefahren wird, aber der Parkvorgang noch läuft.",0
Die App listet alle Parkvorgänge auf.,0
Für jede Transaktion gibt es eine digitale Quittung.,0
"Der Nutzer kann bequem zwischen privaten und geschäftlichen Kundenkonten wechseln – sehr praktisch, falls man auch beruflich mit dem Auto unterwegs ist.",0
"Vorteilhaft ist zudem die Verfügbarkeit in acht weiteren europäischen Ländern: Österreich, Italien, Dänemark, Norwegen, Schweden, Finnland, Frankreich und Spanien.",0
Allein in Italien können die EasyPark-Kunden den Service in mehr als 100 Städten nutzen.,0
Auch der Urlaub in Skandinavien wird leichter.,0
Dort funktioniert EasyPark bereits heute flächendeckend.,0
EasyPark-Vorteile auf einen Blick Bargeldlos: Viele Bezahlmöglichkeiten – registriert und nicht registriert.,0
"Komfortabel: Bequem im Auto, beim Arzt oder Einkaufen Parkvorgänge starten, stoppen und verlängern.",0
Am Ende des Monats gibt es eine Sammelrechnung.,0
Sparsam: Es wird nur die geparkte Zeit abgerechnet.,0
Strafzettel können durch einfaches Verlängern auch aus der Ferne vermieden werden.,0
"(Die örtliche Höchstparkdauer gilt dennoch.) Vielseitig: EasyPark funktioniert nicht nur in den öffentlichen Parkzonen von Eckernförde, sondern in mehr als 70 weiteren deutschen Städten, unter anderem in Berlin, Hamburg und Köln (Übersicht: Easy Park).",0
"Woher weiß der Kontrolleur, wer einen digitalen Parkschein hat?",0
"Die Kontrolleure prüfen in einer Datenbank, für welche Autos aktuell die Parkzeit bezahlt wird.",0
"Eine EasyPark-Vignette als Hinweis an der Windschutzscheibe ist in Eckernförde nicht nötig, aber nützlich: Falls ab und zu in anderen Städten geparkt wird, in denen diese erforderlich ist.",0
"Wer sich bei EasyPark anmeldet, bekommt automatisch eine Vignette zugesandt.",0
"Elektromobilität – angesteckt und aufgetankt Preußerstraße / Kurpark 2 Ladesäulen mit 4 x 22 Kilowattanschlüssen Gartenstraße / Schuleweg / Rathaus 1 Ladesäulen mit 2 x 22 Kilowattanschlüssen Elektro Schröder, Gaehtjestr.",0
"5, Kundenparkplatz (nur über Noorstraße zu erreichen) Stecker: 1 x Typ 2, 11 Kilowatt Nord-Ostsee Automobile, Rendsburger Str.",0
"54-56 Verbund: New Motion, Stecker: 2 x Typ 2, 11 Kilowatt Solarteam Ostsee, Marienthaler Str.",0
"9 a Stecker: 2 x Typ 2, 11 Kilowatt, 1 x Schuko Parkhaus am Noor, Noorstr.",0
"3 Ladesäulen mit 6 x 22 Kilowatt-Anschlüssen, Typ 2, je 22 Kilowatt 1 Ladebox mit je drei Ladestationen für E-Bikes Parkplatz von Expert Jöhnk, Familia (Gewerbegebiet Süd) 1 Ladesäule mit 1 x 22 Kilowatt-Anschluss Markant-Markt, Ostlandstraße 1 Ladesäule mit 1 x 22 Kilowatt-Anschluss Parkplatz am Meerwasser Wellenbad 1 Ladebox mit je drei Ladestationen für E-Bikes",0
Ratsversammlung Die Stadtvertretung führt in Eckernförde den Namen „Ratsversammlung”.,0
Die Mitglieder werden alle 5 Jahre durch die Eckernförder Bürgerinnen und Bürger neu gewählt und üben ihre Tätigkeit ehrenamtlich aus.,0
Unter Berücksichtigung der Einwohnerzahl besteht die Eckernförder Ratsversammlung grundsätzlich aus 27 Ratsfrauen und -herren.,0
Aufgrund der Ergebnisse der Kommunalwahl und der sich daraus ergebenden Mehrsitze hat die Ratsversammlung in der Wahlperiode 2023/2028 insgesamt 38 Mitglieder.,0
Seit der Kommunalwahl am 14.,0
"Mai 2023 verteilen sich die Sitze wie folgt: 12 Mitglieder SPD 9 Mitglieder CDU 6 Mitglieder Bündnis 90/Die Grünen 6 Mitglieder SSW 3 Mitglieder AfD 2 Mitglieder FDP Die Namen der Ratsmitglieder, die Sitzungstermine der politischen Gremien und weitere Informationen finden Sie in unserem Ratsinformationssystem.",0
Die Ratsversammlung kann zur Unterstützung ihrer Arbeit Ausschüsse wählen.,0
Die Wahl eines Hauptausschusses ist zwingend.,0
Der Bürgermeister ist dagegen der gesetzliche Vertreter der Stadt und gleichzeitig Vorgesetzter der Verwaltungsmitarbeiterinnen und -mitarbeiter.,0
Als Leiter der Verwaltung bereitet er auch die Sitzungen der Ratsversammlung und der Ausschüsse vor und führt die Ratsbeschlüsse aus.,0
Verantwortlich ist er im Weiteren für die Erledigung der gesetzlich übertragenen Aufgaben.,0
Vorsitz der Ratsversammlung Die Ratsversammlung wählt aus ihrer Mitte ihre Vorsitzende oder ihren Vorsitzenden.,0
Sie oder er führt die Bezeichnung Bürgervorsteherin oder Bürgervorsteher.,0
"Die Ratsversammlung wird unter Bekanntgabe der Tagesordnung durch die Bürgervorsteherin oder den Bürgervorsteher einberufen, so oft es die Geschäftslage erfordert.",0
Die Tagesordnung wird von ihr oder ihm nach Beratung mit der Bürgermeisterin oder dem Bürgermeister unter Berücksichtigung der anstehenden Beratungsgegenstände aufgestellt.,0
Die Bürgervorsteherin oder der Bürgervorsteher leitet die Sitzungen der Ratsversammlung.,0
"Sie oder er hat die Rechte der Stadtvertretung zu wahren, ihre Arbeit zu fördern und alle Verhandlungen gerecht und unparteiisch zu leiten.",0
Die Bürgervorsteherin oder der Bürgervorsteher vertritt die Belange der Ratsversammlung gegenüber der Bürgermeisterin oder dem Bürgermeister als verwaltungsleitendem Organ der Stadt.,0
Bei öffentlichen Anlässen vertritt sie oder er die Ratsversammlung sowie gemeinsam mit der Bürgermeisterin oder dem Bürgermeister die Stadt.,0
Aufgaben der Ratsversammlung Die Ratsversammlung legt die Ziele und Grundsätze für die Verwaltung der Stadt fest.,0
Sie trifft alle für die Stadt wichtigen Entscheidungen in Selbstverwaltungsangelegenheiten und überwacht ihre Durchführung.,0
Sie kann bestimmte Entscheidungen allgemein durch die Hauptsatzung oder im Einzelfall auf die Bürgermeisterin oder den Bürgermeister oder den Hauptausschuss übertragen.,0
"Ausgenommen von dieser Regelung sind Aufgaben, die ausdrücklich durch den Gesetzgeber der Ratsversammlung übertragen wurden.",0
Dies sind beispielsweise der Erwerb und die Veräußerung von Gemeindevermögen oder die Änderung und der Erlass von Satzungen.,0
Die Sitzungen der Ratsversammlung sind grundsätzlich öffentlich.,0
"Die Öffentlichkeit darf ausgeschlossen werden, wenn überwiegende Belange des öffentlichen Wohls oder berechtigte Interessen Einzelner es erfordern.",0
"Die Ratsversammlung ist beschlussfähig, wenn mehr als die Hälfte der gesetzlichen Zahl der Mitglieder anwesend ist.",0
Beschlüsse werden grundsätzlich mit Stimmenmehrheit gefasst; bei Stimmengleichheit gelten sie als abgelehnt.,0
Ausschüsse Die Ratsversammlung kann Ausschüsse zur Vorbereitung ihrer Beschlüsse und zur Überwachung der Stadtverwaltung wählen.,0
Die Ausschüsse haben grundsätzlich keine Entscheidungsbefugnis.,0
Sie sprechen Beschlussempfehlungen aus.,0
Die Ausschussmitglieder werden in der Regel aus der Mitte der Ratsversammlung gewählt.,0
In die Ausschüsse können auch so genannte andere wählbare Bürger (bürgerliche Mitglieder) gewählt werden.,0
In den meisten Fällen haben die Ausschüsse 11 Mitglieder.,0
Die Vorsitzenden der ständigen Ausschüsse werden von der Ratsversammlung gewählt.,0
"In der Wahlzeit 2023 bis 2028 bestehen bei der Stadt Eckernförde folgende Ausschüsse: Ständige Ausschüsse: Haupt-, Wirtschaft- und Finanzausschuss Ausschuss für Jugend, Kultur, Bildung und Sport Sozialausschuss Bauausschuss Umweltausschuss Andere Ausschüsse: Schulleiterwahlausschuss Wahlprüfungsausschuss Verwaltungskommission für die Gaehtje'schen Stiftungen Die Ausschüsse tagen in öffentlicher Sitzung.",0
Angaben zu den Ausschussmitgliedern und den Sitzungsterminen finden Sie in unserem Ratsinformationssystem.,0
"Beiräte Die Gemeinden und die Kreise haben die Möglichkeit, Beiräte für gesellschaftliche bedeutsame Gruppen zu bilden.",0
Ein Beirat ist ein Gremium mit beratender Funktion.,0
"Sie haben oft wenig oder keine Entscheidungsbefugnisse und üben keine Kontrollfunktion aus, sondern beschränken sich darauf zum Beispiel beratend Ausschüssen zur Seite zu stehen und Empfehlungen abzugeben.",0
In der Stadt Eckernförde gibt es folgende Beiräte: BEIRAT FÜR MENSCHEN MIT BEHINDERUNG Beirat für Menschen mit Behinderung Seit August 2005 besteht der Beirat für Menschen mit Behinderung als Interessenvertretung sowie als beratendes Gremium für Politik und Verwaltung in Eckernförde.,0
